_id,contributors,coordinates,created_at,display_text_range,entities.hashtags,entities.media,entities.symbols,entities.urls,entities.user_mentions,extended_entities.media,extended_tweet.display_text_range,extended_tweet.entities.hashtags,extended_tweet.entities.media,extended_tweet.entities.symbols,extended_tweet.entities.urls,extended_tweet.entities.user_mentions,extended_tweet.extended_entities.media,extended_tweet.full_text,favorite_count,favorited,filter_level,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place.attributes,place.bounding_box.coordinates,place.bounding_box.type,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,possibly_sensitive,quote_count,quoted_status.contributors,quoted_status.coordinates,quoted_status.created_at,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.media,quoted_status.entities.symbols,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.extended_entities.media,quoted_status.extended_tweet.display_text_range,quoted_status.extended_tweet.entities.hashtags,quoted_status.extended_tweet.entities.media,quoted_status.extended_tweet.entities.symbols,quoted_status.extended_tweet.entities.urls,quoted_status.extended_tweet.entities.user_mentions,quoted_status.extended_tweet.extended_entities.media,quoted_status.extended_tweet.full_text,quoted_status.favorite_count,quoted_status.favorited,quoted_status.filter_level,quoted_status.geo,quoted_status.id,quoted_status.id_str,quoted_status.in_reply_to_screen_name,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.is_quote_status,quoted_status.lang,quoted_status.place,quoted_status.possibly_sensitive,quoted_status.quote_count,quoted_status.reply_count,quoted_status.retweet_count,quoted_status.retweeted,quoted_status.source,quoted_status.text,quoted_status.truncated,quoted_status.user.contributors_enabled,quoted_status.user.created_at,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.description,quoted_status.user.favourites_count,quoted_status.user.follow_request_sent,quoted_status.user.followers_count,quoted_status.user.following,quoted_status.user.friends_count,quoted_status.user.geo_enabled,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.is_translator,quoted_status.user.lang,quoted_status.user.listed_count,quoted_status.user.location,quoted_status.user.name,quoted_status.user.notifications,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_banner_url,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.protected,quoted_status.user.screen_name,quoted_status.user.statuses_count,quoted_status.user.time_zone,quoted_status.user.translator_type,quoted_status.user.url,quoted_status.user.utc_offset,quoted_status.user.verified,quoted_status.user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status_permalink.display,quoted_status_permalink.expanded,quoted_status_permalink.url,reply_count,retweet_count,retweeted,source,text,timestamp_ms,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.id,user.id_str,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified,user.withheld_in_countries
1438255635418714114,null,null,Wed Sep 15 21:37:19 +0000 2021,"[14,18]",[],,[],[],"[{""screen_name"":""FrescaLecheX"",""name"":""LechitaFresca"",""id"":1419711472557514800,""id_str"":""1419711472557514757"",""indices"":[0,13]}]",,,,,,,,,,0,false,low,null,1438255635418714114,1438255635418714114,FrescaLecheX,1438253744358051848,1438253744358051848,1419711472557514757,1419711472557514757,false,it,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@FrescaLecheX Rico,1631741839638,false,false,Sun Jun 13 23:11:57 +0000 2021,true,false,😎Guayas-Guayaquil,5414,null,322,null,1143,true,1404214872854994949,1404214872854994949,false,null,0,"Guayaquil, Ecuador",miguel,null,F5F8FA,,,false,https://pbs.twimg.com/profile_banners/1404214872854994949/1624722495,http://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,https://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,true,false,miguel47980223,1792,null,none,null,null,false,[]
1438255689235828737,null,null,Wed Sep 15 21:37:32 +0000 2021,"[32,39]",[],,[],[],"[{""screen_name"":""usu4rio_perdido"",""name"":""no existe"",""id"":1275605750040191000,""id_str"":""1275605750040190976"",""indices"":[0,16]},{""screen_name"":""Santi_secrets"",""name"":""Santiago"",""id"":1325991541815570400,""id_str"":""1325991541815570433"",""indices"":[17,31]}]",,,,,,,,,,0,false,low,null,1438255689235828737,1438255689235828737,usu4rio_perdido,1438197376552996864,1438197376552996864,1275605750040190976,1275605750040190976,false,es,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@usu4rio_perdido @Santi_secrets Delicia,1631741852469,false,false,Sun Jun 13 23:11:57 +0000 2021,true,false,😎Guayas-Guayaquil,5415,null,322,null,1143,true,1404214872854994949,1404214872854994949,false,null,0,"Guayaquil, Ecuador",miguel,null,F5F8FA,,,false,https://pbs.twimg.com/profile_banners/1404214872854994949/1624722495,http://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,https://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,true,false,miguel47980223,1793,null,none,null,null,false,[]
1438255757347131395,null,null,Wed Sep 15 21:37:48 +0000 2021,"[32,40]",[],,[],[],"[{""screen_name"":""usu4rio_perdido"",""name"":""no existe"",""id"":1275605750040191000,""id_str"":""1275605750040190976"",""indices"":[0,16]},{""screen_name"":""Santi_secrets"",""name"":""Santiago"",""id"":1325991541815570400,""id_str"":""1325991541815570433"",""indices"":[17,31]}]",,,,,,,,,,0,false,low,null,1438255757347131395,1438255757347131395,usu4rio_perdido,1438197376552996864,1438197376552996864,1275605750040190976,1275605750040190976,false,es,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@usu4rio_perdido @Santi_secrets Encantas,1631741868708,false,false,Sun Jun 13 23:11:57 +0000 2021,true,false,😎Guayas-Guayaquil,5415,null,322,null,1143,true,1404214872854994949,1404214872854994949,false,null,0,"Guayaquil, Ecuador",miguel,null,F5F8FA,,,false,https://pbs.twimg.com/profile_banners/1404214872854994949/1624722495,http://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,https://pbs.twimg.com/profile_images/1404215543855464450/y7_0MduK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,true,false,miguel47980223,1794,null,none,null,null,false,[]
1438255782143930375,null,null,Wed Sep 15 21:37:54 +0000 2021,,[],,[],[],[],,,,,,,,,,0,false,low,null,1438255782143930375,1438255782143930375,yluminaty,1438253472433025027,1438253472433025027,264545150,264545150,false,pt,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",*acaba,1631741874620,false,false,Sat Mar 12 02:35:52 +0000 2011,false,false,Soy una persona tranquila. La inquieta es mi mente...,194175,null,27187,null,12660,true,264545150,264545150,false,null,114,"Guayaquil, Ecuador",Natalia,null,050400,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,true,https://pbs.twimg.com/profile_banners/264545150/1530420744,http://pbs.twimg.com/profile_images/1437979669060542464/EVq1TBIy_normal.jpg,https://pbs.twimg.com/profile_images/1437979669060542464/EVq1TBIy_normal.jpg,F0410C,FFFFFF,FFFFFF,333333,true,false,yluminaty,132657,null,none,null,null,false,[]
1438255817111769095,null,null,Wed Sep 15 21:38:02 +0000 2021,"[0,140]",[],,[],"[{""url"":""https://t.co/vgsSzq4Cn0"",""expanded_url"":""https://twitter.com/i/web/status/1438255817111769095"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[116,139]}]",[],,"[0,186]",[],"[{""id"":1438255810673586200,""id_str"":""1438255810673586179"",""indices"":[187,210],""media_url"":""http://pbs.twimg.com/media/E_W2CiNXMAMLYAl.jpg"",""media_url_https"":""https://pbs.twimg.com/media/E_W2CiNXMAMLYAl.jpg"",""url"":""https://t.co/ZFZvTztOxm"",""display_url"":""pic.twitter.com/ZFZvTztOxm"",""expanded_url"":""https://twitter.com/corchoymalta/status/1438255817111769095/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":680,""h"":453,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":1200,""h"":800,""resize"":""fit""},""large"":{""w"":1600,""h"":1066,""resize"":""fit""}}}]",[],[],[],"[{""id"":1438255810673586200,""id_str"":""1438255810673586179"",""indices"":[187,210],""media_url"":""http://pbs.twimg.com/media/E_W2CiNXMAMLYAl.jpg"",""media_url_https"":""https://pbs.twimg.com/media/E_W2CiNXMAMLYAl.jpg"",""url"":""https://t.co/ZFZvTztOxm"",""display_url"":""pic.twitter.com/ZFZvTztOxm"",""expanded_url"":""https://twitter.com/corchoymalta/status/1438255817111769095/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":680,""h"":453,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":1200,""h"":800,""resize"":""fit""},""large"":{""w"":1600,""h"":1066,""resize"":""fit""}}}]","M Λ Ƨ Λ T E 👇🏻

Cerveza balanceada y lupulada con 
Profundo matices de malta en cada estilo
Para una cata única en su distinción de
Rubia Roja y Negra 🍺

Cómo la prefieres ❓

💯 ARTESANAL https://t.co/ZFZvTztOxm",0,false,low,null,1438255817111769095,1438255817111769095,null,null,null,null,null,false,es,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M Λ Ƨ Λ T E 👇🏻

Cerveza balanceada y lupulada con 
Profundo matices de malta en cada estilo
Para una cata única en… https://t.co/vgsSzq4Cn0",1631741882957,true,false,Fri Jul 30 03:41:09 +0000 2021,true,false,"𝚃𝚞 𝚝𝚒𝚎𝚗𝚍𝚊 𝙰𝚛𝚝𝚎𝚜𝚊𝚗𝚊𝚕

http://wa.me/593986319152",2,null,22,null,48,true,1420952462886940672,1420952462886940672,false,null,0,"Guayaquil, Ecuador",Corcho Y Malta,null,F5F8FA,,,false,https://pbs.twimg.com/profile_banners/1420952462886940672/1627617362,http://pbs.twimg.com/profile_images/1420953130997518336/vY-muS5U_normal.jpg,https://pbs.twimg.com/profile_images/1420953130997518336/vY-muS5U_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,true,false,corchoymalta,32,null,none,http://Instagram.com/Corchoymalta,null,false,[]
1438255824133103620,null,null,Wed Sep 15 21:38:04 +0000 2021,,[],,[],[],"[{""screen_name"":""MelendiOficial"",""name"":""Melendi Oficial"",""id"":213244929,""id_str"":""213244929"",""indices"":[59,74]}]",,,,,,,,,,0,false,low,null,1438255824133103620,1438255824133103620,null,null,null,null,null,false,es,[object Object],"[[[-80.522116,-0.873398],[-80.522116,-0.248095],[-80.080416,-0.248095],[-80.080416,-0.873398]]]",Polygon,Ecuador,EC,"Sucre, Ecuador",0060d3c22cc9eb30,Sucre,city,https://api.twitter.com/1.1/geo/id/0060d3c22cc9eb30.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Y el llorar no me hace daño
Siempre y cuando tú no llores 
@MelendiOficial",1631741884631,false,false,Fri Oct 14 17:26:06 +0000 2011,false,false,null,3604,null,510,null,155,true,390860671,390860671,false,null,1,bahia de caraquez -ecuador,Rita Cedeño,null,14C776,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,true,https://pbs.twimg.com/profile_banners/390860671/1624949404,http://pbs.twimg.com/profile_images/1403963474280058880/cie3-549_normal.jpg,https://pbs.twimg.com/profile_images/1403963474280058880/cie3-549_normal.jpg,960EC4,FFFFFF,7AC3EE,3D1957,true,false,rititacede,5639,null,none,null,null,false,[]
1438255916151885824,null,null,Wed Sep 15 21:38:26 +0000 2021,"[17,31]",[],,[],[],"[{""screen_name"":""oracion_milagro"",""name"":""Oración Milagrosa"",""id"":900042443281883100,""id_str"":""900042443281883136"",""indices"":[0,16]}]",,,,,,,,,,0,false,low,null,1438255916151885824,1438255916151885824,oracion_milagro,1438232984998617091,1438232984998617091,900042443281883136,900042443281883136,false,es,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@oracion_milagro Amén Amén Amén,1631741906570,false,false,Tue Mar 01 22:01:28 +0000 2011,false,false,Determinación💪,19531,null,77,null,1055,true,259423777,259423777,false,null,0,ECUADOR,MDO 82,null,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,https://pbs.twimg.com/profile_banners/259423777/1527740628,http://pbs.twimg.com/profile_images/1103708704329879552/L88y4QEb_normal.jpg,https://pbs.twimg.com/profile_images/1103708704329879552/L88y4QEb_normal.jpg,0084B4,C0DEED,DDEEF6,333333,true,false,DIONI182,9551,null,none,null,null,false,[]
1438255981830488067,null,null,Wed Sep 15 21:38:42 +0000 2021,"[16,91]",[],,[],[],"[{""screen_name"":""FranklinNuques"",""name"":""ⒷⒾⓈⒽⓄⓅ"",""id"":391665167,""id_str"":""391665167"",""indices"":[0,15]}]",,,,,,,,,,0,false,low,null,1438255981830488067,1438255981830488067,FranklinNuques,1438253931210158084,1438253931210158084,391665167,391665167,false,es,[object Object],"[[[-80.068017,-2.065155],[-80.068017,-1.77466],[-79.843111,-1.77466],[-79.843111,-2.065155]]]",Polygon,Ecuador,EC,"Daule, Ecuador",00f4a3c038acc3c5,Daule,city,https://api.twitter.com/1.1/geo/id/00f4a3c038acc3c5.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@FranklinNuques Y yo como la gaver sin poder ir a gye...mejor me.voy a ver el show jajajaja,1631741922229,false,false,Sun Mar 01 14:36:49 +0000 2020,true,false,El Gordox volvió de la suspensión,3385,null,50,null,515,true,1234125320325914625,1234125320325914625,false,null,0,null,Gordo Malagente,null,F5F8FA,,,false,,http://pbs.twimg.com/profile_images/1329112017391718406/XRxzzVlz_normal.jpg,https://pbs.twimg.com/profile_images/1329112017391718406/XRxzzVlz_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,true,false,jochely22,1720,null,none,null,null,false,[]
1438256142233313283,null,null,Wed Sep 15 21:39:20 +0000 2021,"[26,57]",[],,[],[],"[{""screen_name"":""EviJani"",""name"":""ⓘ Eva Janina ❤❤❤❤❤"",""id"":51830166,""id_str"":""51830166"",""indices"":[0,8]},{""screen_name"":""LaReinaDeNarnia"",""name"":""LaReinaDeNarnia 🌹"",""id"":217287095,""id_str"":""217287095"",""indices"":[9,25]}]",,,,,,,,,,0,false,low,null,1438256142233313283,1438256142233313283,EviJani,1438254085719928834,1438254085719928834,51830166,51830166,false,es,[object Object],"[[[-80.467605,-3.063716],[-80.467605,-1.962274],[-79.714781,-1.962274],[-79.714781,-3.063716]]]",Polygon,Ecuador,EC,"Guayaquil, Ecuador",009924a469d7ace1,Guayaquil,city,https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@EviJani @LaReinaDeNarnia Analgan 1 gr.

Solucionado todo",1631741960472,false,false,Sat Oct 09 04:06:18 +0000 2010,false,false,Ingeniero (me dicen)....mentalmente ciudadano del mundo... físicamente nacido en Ecuador... espiritualmente... on the road to the big door...,24159,null,372,null,791,true,200379319,200379319,false,null,0,aquí.. en medio de la vida,"Apofis's godson 💙",null,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,false,,http://pbs.twimg.com/profile_images/1339690324420079620/mn1O0MLq_normal.jpg,https://pbs.twimg.com/profile_images/1339690324420079620/mn1O0MLq_normal.jpg,FF3300,000000,A0C5C7,333333,true,false,Big_Thor,39296,null,none,http://Mellevalaserpiente.org,null,false,[]
1438256153587331074,null,null,Wed Sep 15 21:39:23 +0000 2021,,[],,[],"[{""url"":""https://t.co/WfQef2xD8O"",""expanded_url"":""https://twitter.com/i/web/status/1438256153587331074"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]",[],,"[0,189]",[],,[],[],[],,"Día 95 en el nuevo trabajo: 

Hoy el de nómina me dijo ""amiga"", cada vez siento estar más cerca de ser su pana y decir que tengo un contacto en nómina que me avisa cuando pagan. Jiji. Paro.",0,false,low,null,1438256153587331074,1438256153587331074,null,null,null,null,null,false,es,[object Object],"[[[-79.687083,-2.245476],[-79.687083,-1.96731],[-79.4486,-1.96731],[-79.4486,-2.245476]]]",Polygon,Ecuador,EC,"Milagro, Ecuador",0039dafe6d412c07,Milagro,city,https://api.twitter.com/1.1/geo/id/0039dafe6d412c07.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Día 95 en el nuevo trabajo: 

Hoy el de nómina me dijo ""amiga"", cada vez siento estar más cerca de ser su pana y de… https://t.co/WfQef2xD8O",1631741963179,true,false,Mon Jul 05 15:38:23 +0000 2010,false,false,Adaptación en proceso.,1952,null,658,null,440,true,163110661,163110661,false,null,5,"Milagro, Guayas, Ecuador",María José,null,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,https://pbs.twimg.com/profile_banners/163110661/1509328822,http://pbs.twimg.com/profile_images/1321974593666588673/jMVchGWK_normal.jpg,https://pbs.twimg.com/profile_images/1321974593666588673/jMVchGWK_normal.jpg,00A398,FFFFFF,1BA9C2,008F4F,true,false,Pepitrulo,17890,null,regular,null,null,false,[]
